id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1528,Perú,40,M,Cusco Ciudad,Cusco,2025-01-30,1,1261.0,
V1529,,19,M,Machu Picchu,Cusco,2025-01-18,10,1219.0,Avión
V1530,USA,51,F,Arequipa,Arequipa,2024-02-04,10,1646.0,Bus
V1531,Chile,32,M,Cusco Ciudad,Cusco,2025-02-09,7,902.0,Desconocido
V1532,México,21,F,Arequipa,Arequipa,2025-02-08,3,1820.0,Avión
V1533,,41,F,Trujillo,La Libertad,2024-08-16,7,1199.0,Bus
V1534,México,36,F,Huaraz,Áncash,2024-04-04,1,799.0,
V1535,Brasil,43,M,Huaraz,Áncash,2024-04-13,2,1599.0,Desconocido
V1536,USA,46,F,Lago Titicaca,Puno,2024-12-03,3,1065.0,
V1537,Chile,24,F,Cusco Ciudad,Cusco,2024-08-01,2,1073.0,Desconocido
V1538,México,72,F,Huaraz,Áncash,2024-12-23,10,1891.0,Bus
V1539,Argentina,71,F,Machu Picchu,Cusco,2025-05-29,5,1297.0,Avión
V1540,Perú,32,F,Machu Picchu,Cusco,2025-08-31,2,742.0,Auto
V1541,España,74,F,Machu Picchu,Cusco,2025-07-29,7,1270.0,Tren
V1542,México,75,M,Huaraz,Áncash,2024-09-24,3,1526.0,Tren
V1543,Brasil,39,F,Lago Titicaca,Puno,2024-03-16,3,1052.0,
V1544,México,72,F,Paracas,Ica,2024-05-03,5,428.0,
V1545,USA,32,M,Paracas,Ica,2025-08-30,4,1247.0,
V1546,USA,44,F,Arequipa,Arequipa,2024-03-25,10,992.0,Auto
V1547,Argentina,16,M,Lago Titicaca,Puno,2024-08-06,3,624.0,Desconocido
V1548,USA,43,M,Arequipa,Arequipa,2024-06-26,5,1711.0,Bus
V1549,España,31,F,Arequipa,Arequipa,2024-02-11,3,1655.0,Avión
V1550,Argentina,34,M,Arequipa,Arequipa,2024-05-02,2,1449.0,Avión
V1551,Brasil,49,F,Lago Titicaca,Puno,2024-08-30,2,860.0,Desconocido
V1552,Perú,65,M,Arequipa,Arequipa,2025-02-20,10,1588.0,Bus
V1553,México,17,F,Machu Picchu,Cusco,2024-11-09,1,1212.0,Tren
V1554,Argentina,43,M,Arequipa,Arequipa,2024-04-17,3,1292.0,NA
V1555,Argentina,49,F,Trujillo,La Libertad,2024-07-14,5,1758.0,NA
V1556,Colombia,44,M,Cusco Ciudad,Cusco,2024-12-04,7,1164.0,Desconocido
V1557,Brasil,41,M,Lago Titicaca,Puno,2025-06-17,2,2090.0,Auto
V1558,España,27,M,Machu Picchu,Cusco,2025-10-02,4,2338.0,Tren
V1559,Brasil,51,M,Lago Titicaca,Puno,2024-04-15,5,1279.0,Avión
V1560,España,21,F,Paracas,Ica,2024-02-19,1,975.0,Tren
V1561,Perú,32,M,Arequipa,Arequipa,2024-10-15,2,135.0,Tren
V1562,Chile,45,F,Cusco Ciudad,Cusco,2025-03-06,5,2032.0,Avión
V1563,Colombia,15,F,Paracas,Ica,2025-01-18,1,1224.0,Desconocido
V1564,Perú,35,M,Arequipa,Arequipa,2025-05-22,2,682.0,
V1565,Colombia,32,F,Arequipa,Arequipa,2024-04-30,2,1453.0,Bus
V1566,España,36,M,Trujillo,La Libertad,2024-01-18,3,1135.0,Auto
V1567,Perú,32,F,Trujillo,La Libertad,2025-02-19,2,972.0,
V1568,USA,66,M,Trujillo,La Libertad,2024-09-08,1,1037.0,Tren
V1569,USA,20,M,Lago Titicaca,Puno,2024-09-06,10,1433.0,Tren
V1570,Argentina,42,F,Cusco Ciudad,Cusco,2025-02-25,7,1183.0,Tren
V1571,Perú,54,F,Cusco Ciudad,Cusco,2024-06-11,2,688.0,Desconocido
V1572,Perú,37,F,Cusco Ciudad,Cusco,2024-05-17,3,702.0,Auto
V1573,Colombia,55,F,Lago Titicaca,Puno,2024-05-02,5,1416.0,
V1574,Perú,59,M,Paracas,Ica,2024-04-14,3,931.0,NA
V1575,Perú,74,M,Trujillo,La Libertad,2025-08-17,3,517.0,NA
V1576,México,72,F,Arequipa,Arequipa,2025-04-28,3,1746.0,
V1577,Brasil,31,F,Machu Picchu,Cusco,2024-09-20,3,1949.0,Bus
V1578,Argentina,35,M,Machu Picchu,Cusco,2024-12-28,10,1584.0,Auto
V1579,Colombia,46,F,Cusco Ciudad,Cusco,2025-09-11,5,1857.0,Auto
V1580,Colombia,70,F,Cusco Ciudad,Cusco,2024-05-01,2,1282.0,Bus
V1581,España,22,M,Arequipa,Arequipa,2025-02-25,1,2143.0,Avión
V1582,Brasil,72,F,Trujillo,La Libertad,2025-05-11,3,1658.0,Tren
V1583,Argentina,65,F,Paracas,Ica,2025-09-14,5,1875.0,Tren
V1584,México,79,M,Paracas,Ica,2025-06-07,3,1313.0,Auto
V1585,Brasil,23,M,Cusco Ciudad,Cusco,2025-07-03,2,1620.0,
V1586,Colombia,22,F,Cusco Ciudad,Cusco,2024-03-19,5,1041.0,Desconocido
V1587,Brasil,21,M,Paracas,Ica,2024-05-17,3,2123.0,Bus
V1588,Colombia,47,M,Trujillo,La Libertad,2024-12-19,5,1800.0,
V1589,Chile,29,F,Machu Picchu,Cusco,2025-06-22,5,1308.0,Avión
V1590,España,51,M,Huaraz,Áncash,2024-08-30,7,1358.0,Tren
V1591,España,16,M,Machu Picchu,Cusco,2025-05-08,3,1208.0,Tren
V1592,Argentina,46,F,Huaraz,Áncash,2025-09-07,5,1491.0,Bus
V1593,USA,33,M,Trujillo,La Libertad,2024-08-27,3,1345.0,Bus
V1594,Argentina,28,M,Arequipa,Arequipa,2025-05-07,5,1841.0,Bus
V1595,Brasil,23,F,Huaraz,Áncash,2024-10-31,1,1819.0,Bus
V1596,España,28,F,Lago Titicaca,Puno,2024-12-21,2,1539.0,Avión
V1597,Brasil,54,F,Lago Titicaca,Puno,2025-09-03,3,1853.0,Avión
V1598,USA,50,F,Lago Titicaca,Puno,2025-05-02,4,1318.0,Avión
V1599,Chile,73,F,Trujillo,La Libertad,2024-04-10,3,1272.0,Desconocido
V1600,Argentina,42,F,Trujillo,La Libertad,2024-03-02,2,1550.0,
V1601,Chile,74,M,Arequipa,Arequipa,2024-05-01,7,1515.0,
V1602,Chile,75,F,Trujillo,La Libertad,2024-04-26,10,962.0,
V1603,México,34,F,Cusco Ciudad,Cusco,2024-06-19,2,1437.0,Tren
V1604,,19,F,Cusco Ciudad,Cusco,2024-09-17,1,1902.0,
V1605,Argentina,64,F,Arequipa,Arequipa,2025-03-31,3,1009.0,Bus
V1606,México,67,F,Cusco Ciudad,Cusco,2025-07-15,4,1995.0,Auto
V1607,Colombia,49,M,Arequipa,Arequipa,2025-08-04,10,2369.0,
V1608,USA,46,F,Machu Picchu,Cusco,2024-02-29,1,1170.0,
V1609,USA,45,M,Machu Picchu,Cusco,2024-01-28,3,1436.0,Bus
V1610,Perú,77,M,Machu Picchu,Cusco,2024-05-10,2,1560.0,Desconocido
V1611,México,36,M,Cusco Ciudad,Cusco,2024-10-31,3,1431.0,Bus
V1612,USA,68,F,Trujillo,La Libertad,2024-01-18,4,1460.0,
V1613,Brasil,25,F,Arequipa,Arequipa,2024-12-03,2,1731.0,Tren
V1614,Brasil,72,F,Cusco Ciudad,Cusco,2024-07-29,3,849.0,Bus
V1615,México,56,M,Machu Picchu,Cusco,2025-07-27,3,1552.0,Tren
V1616,México,52,F,Machu Picchu,Cusco,2024-06-03,10,1458.0,NA
V1617,España,47,F,Paracas,Ica,2024-09-25,5,1180.0,Bus
V1618,México,35,M,Paracas,Ica,2024-12-10,4,1546.0,
V1619,Argentina,45,M,Huaraz,Áncash,2024-04-15,3,1237.0,Bus
V1620,Argentina,39,F,Trujillo,La Libertad,2025-08-05,3,1178.0,NA
V1621,México,32,M,Lago Titicaca,Puno,2025-01-20,3,1055.0,Auto
V1622,Argentina,49,F,Cusco Ciudad,Cusco,2024-07-08,4,870.0,Desconocido
V1623,Chile,75,F,Arequipa,Arequipa,2024-07-02,2,1236.0,Tren
V1624,Colombia,57,M,Huaraz,Áncash,2025-04-08,3,1193.0,Auto
V1625,Colombia,51,F,Paracas,Ica,2024-08-20,3,1537.0,Avión
V1626,Chile,36,M,Lago Titicaca,Puno,2025-04-19,2,874.0,Auto
V1627,,21,F,Machu Picchu,Cusco,2025-01-05,3,486.0,
V1628,México,33,F,Paracas,Ica,2025-02-20,5,1073.0,
V1629,Chile,21,M,Machu Picchu,Cusco,2024-03-28,2,960.0,Bus
V1630,Colombia,65,F,Huaraz,Áncash,2024-09-05,1,1387.0,Auto
V1631,Colombia,25,M,Paracas,Ica,2024-11-18,4,1371.0,Desconocido
V1632,Brasil,61,F,Machu Picchu,Cusco,2025-06-19,2,617.0,Tren
V1633,Perú,63,M,Huaraz,Áncash,2025-03-23,1,708.0,Desconocido
V1634,Chile,52,F,Trujillo,La Libertad,2025-02-24,3,816.0,Desconocido
V1635,Brasil,22,M,Lago Titicaca,Puno,2025-09-07,2,1462.0,Bus
V1636,Perú,62,F,Huaraz,Áncash,2024-08-19,2,1156.0,
V1637,Argentina,26,M,Machu Picchu,Cusco,2025-01-11,3,360.0,Desconocido
V1638,USA,77,M,Machu Picchu,Cusco,2025-02-07,4,1204.0,Avión
V1639,España,79,M,Machu Picchu,Cusco,2024-05-27,3,1922.0,Tren
V1640,Colombia,69,F,Machu Picchu,Cusco,2024-05-11,10,1109.0,Desconocido
V1641,México,74,F,Cusco Ciudad,Cusco,2025-02-13,4,1731.0,Avión
V1642,Colombia,54,F,Trujillo,La Libertad,2025-08-22,5,1185.0,Desconocido
V1643,Argentina,61,F,Arequipa,Arequipa,2024-11-16,4,978.0,Bus
V1644,Argentina,24,F,Lago Titicaca,Puno,2024-02-23,3,1895.0,Tren
V1645,México,76,F,Arequipa,Arequipa,2025-07-30,3,1286.0,Auto
V1646,Chile,61,M,Lago Titicaca,Puno,2025-06-27,5,1199.0,Desconocido
V1647,Colombia,76,M,Lago Titicaca,Puno,2024-07-01,3,1984.0,
V1648,Colombia,27,F,Huaraz,Áncash,2025-09-03,3,1199.0,NA
V1649,España,78,M,Huaraz,Áncash,2024-03-24,1,1194.0,Auto
V1650,USA,69,M,Lago Titicaca,Puno,2025-06-02,3,884.0,Auto
V1651,USA,55,M,Trujillo,La Libertad,2025-05-16,7,853.0,Tren
V1652,México,21,F,Cusco Ciudad,Cusco,2025-02-25,5,1273.0,Bus
V1653,USA,40,M,Machu Picchu,Cusco,2024-08-18,7,2129.0,
V1654,Brasil,57,F,Paracas,Ica,2024-12-10,3,1935.0,Auto
V1655,Argentina,47,F,Trujillo,La Libertad,2024-02-25,10,1529.0,Tren
V1656,Brasil,41,M,Trujillo,La Libertad,2025-05-25,7,2076.0,Tren
V1657,Chile,62,F,Trujillo,La Libertad,2024-01-21,2,1022.0,
V1658,Argentina,62,M,Arequipa,Arequipa,2024-11-13,10,1237.0,Tren
V1659,México,78,M,Machu Picchu,Cusco,2024-03-05,2,1488.0,Desconocido
V1660,Argentina,20,M,Paracas,Ica,2024-04-14,5,1202.0,Auto
V1661,Perú,24,F,Paracas,Ica,2024-10-04,4,593.0,Tren
V1662,Brasil,18,M,Lago Titicaca,Puno,2025-02-23,3,1213.0,Tren
V1663,Chile,21,M,Cusco Ciudad,Cusco,2024-10-26,2,1145.0,Desconocido
V1664,Argentina,29,F,Lago Titicaca,Puno,2025-09-14,3,1413.0,Auto
V1665,Brasil,69,M,Trujillo,La Libertad,2025-08-18,5,2391.0,NA
V1666,Colombia,63,M,Cusco Ciudad,Cusco,2024-12-09,7,1497.0,Tren
V1667,,48,M,Trujillo,La Libertad,2024-08-21,1,1200.0,Desconocido
V1668,USA,19,M,Trujillo,La Libertad,2024-01-12,1,1605.0,Desconocido
V1669,México,48,M,Cusco Ciudad,Cusco,2024-06-02,7,1625.0,
V1670,España,40,M,Trujillo,La Libertad,2024-09-17,3,1238.0,Avión
V1671,Colombia,73,M,Trujillo,La Libertad,2024-07-04,7,1711.0,
V1672,Argentina,15,F,Lago Titicaca,Puno,2025-07-05,1,915.0,
V1673,Chile,26,M,Arequipa,Arequipa,2025-01-15,2,701.0,Bus
V1674,USA,62,M,Paracas,Ica,2024-04-30,3,1356.0,NA
V1675,México,35,F,Lago Titicaca,Puno,2024-08-09,3,1734.0,Auto
V1676,Chile,77,M,Lago Titicaca,Puno,2024-08-06,10,1243.0,Bus
V1677,USA,53,M,Cusco Ciudad,Cusco,2024-01-14,7,1215.0,Avión
V1678,España,51,M,Arequipa,Arequipa,2024-04-17,2,1380.0,Tren
V1679,Colombia,31,M,Machu Picchu,Cusco,2025-03-28,2,1586.0,
V1680,México,21,F,Arequipa,Arequipa,2024-01-24,7,1314.0,NA
V1681,Brasil,33,M,Arequipa,Arequipa,2025-04-02,3,969.0,
V1682,Chile,52,M,Lago Titicaca,Puno,2024-09-24,1,1803.0,Avión
V1683,,31,M,Lago Titicaca,Puno,2024-12-09,4,38.0,Auto
V1684,Argentina,52,F,Lago Titicaca,Puno,2025-05-21,2,1181.0,Bus
V1685,Brasil,29,M,Trujillo,La Libertad,2024-12-12,1,1817.0,Desconocido
V1686,Brasil,47,M,Arequipa,Arequipa,2024-11-16,7,2238.0,Desconocido
V1687,USA,75,F,Lago Titicaca,Puno,2024-05-09,3,2065.0,Desconocido
V1688,Colombia,60,F,Paracas,Ica,2024-07-23,1,1356.0,
V1689,Colombia,66,M,Arequipa,Arequipa,2024-02-11,3,2454.0,Avión
V1690,Perú,27,F,Trujillo,La Libertad,2025-03-10,2,426.0,Avión
V1691,España,76,M,Trujillo,La Libertad,2024-11-07,1,670.0,Auto
V1692,España,74,M,Lago Titicaca,Puno,2025-09-01,4,1520.0,Bus
V1693,Perú,74,F,Paracas,Ica,2025-01-02,1,1062.0,Avión
V1694,USA,32,F,Lago Titicaca,Puno,2025-02-18,1,1440.0,Bus
V1695,Chile,71,F,Paracas,Ica,2025-07-28,10,1805.0,Auto
V1696,Chile,51,F,Machu Picchu,Cusco,2025-04-01,5,1554.0,Tren
V1697,España,70,M,Trujillo,La Libertad,2025-04-15,2,2110.0,Bus
V1698,Chile,53,M,Paracas,Ica,2025-07-28,7,982.0,Desconocido
V1699,USA,78,M,Machu Picchu,Cusco,2024-05-06,4,1936.0,Avión
V1700,España,56,M,Machu Picchu,Cusco,2024-10-12,7,1044.0,
V1701,España,37,F,Cusco Ciudad,Cusco,2024-05-08,5,1205.0,NA
V1702,Argentina,51,F,Machu Picchu,Cusco,2025-03-20,3,726.0,NA
V1703,Chile,78,M,Machu Picchu,Cusco,2024-06-24,1,1469.0,Auto
V1704,Argentina,28,M,Arequipa,Arequipa,2024-09-28,5,1760.0,Avión
V1705,Brasil,46,M,Trujillo,La Libertad,2024-08-13,2,2072.0,Auto
V1706,Argentina,33,F,Paracas,Ica,2024-12-29,3,1583.0,Auto
V1707,Brasil,63,M,Paracas,Ica,2024-07-27,7,725.0,Avión
V1708,México,28,M,Arequipa,Arequipa,2025-09-10,3,1608.0,Auto
V1709,Colombia,25,F,Huaraz,Áncash,2024-02-02,5,2008.0,Bus
V1710,Perú,27,F,Paracas,Ica,2024-11-14,3,404.0,Avión
V1711,Brasil,68,F,Trujillo,La Libertad,2024-09-15,5,1464.0,Desconocido
V1712,España,52,M,Cusco Ciudad,Cusco,2025-05-24,7,2084.0,Tren
V1713,Brasil,49,M,Cusco Ciudad,Cusco,2024-07-20,5,1397.0,Bus
V1714,Colombia,60,M,Huaraz,Áncash,2024-04-11,2,973.0,
V1715,Chile,78,M,Machu Picchu,Cusco,2024-03-31,5,1130.0,
V1716,España,59,F,Trujillo,La Libertad,2024-08-24,7,1441.0,Desconocido
V1717,Brasil,27,F,Cusco Ciudad,Cusco,2025-06-17,4,1843.0,Tren
V1718,México,53,M,Arequipa,Arequipa,2024-11-08,3,1333.0,
V1719,,37,F,Paracas,Ica,2024-01-30,5,1178.0,
V1720,Colombia,37,F,Huaraz,Áncash,2024-05-30,1,2138.0,Bus
V1721,Colombia,76,M,Machu Picchu,Cusco,2025-02-22,2,1598.0,Avión
V1722,Colombia,53,M,Trujillo,La Libertad,2025-06-17,4,1446.0,Avión
V1723,España,27,M,Huaraz,Áncash,2025-09-30,7,1535.0,Avión
V1724,España,44,F,Arequipa,Arequipa,2024-05-25,2,606.0,Avión
V1725,,61,F,Arequipa,Arequipa,2025-02-03,5,2345.0,Tren
V1726,,78,M,Lago Titicaca,Puno,2024-07-21,4,1622.0,Bus
V1727,USA,52,M,Machu Picchu,Cusco,2025-05-09,4,1451.0,Avión
V1728,USA,43,M,Cusco Ciudad,Cusco,2025-08-30,2,1227.0,Desconocido
V1729,Perú,21,F,Huaraz,Áncash,2024-08-27,2,752.0,Avión
V1730,México,18,M,Arequipa,Arequipa,2025-04-12,2,854.0,NA
V1731,Colombia,19,M,Lago Titicaca,Puno,2025-01-08,3,742.0,Auto
V1732,Brasil,35,M,Cusco Ciudad,Cusco,2025-06-05,5,1247.0,
V1733,Argentina,49,M,Machu Picchu,Cusco,2025-07-08,3,1389.0,Tren
V1734,Brasil,70,M,Lago Titicaca,Puno,2024-01-25,3,2036.0,Avión
V1735,México,62,F,Paracas,Ica,2025-07-30,1,1513.0,Bus
V1736,Colombia,57,M,Lago Titicaca,Puno,2024-07-08,5,309.0,
V1737,Colombia,78,M,Lago Titicaca,Puno,2024-08-01,4,1955.0,Auto
V1738,España,57,M,Trujillo,La Libertad,2024-09-05,2,1729.0,Bus
V1739,Colombia,54,F,Arequipa,Arequipa,2024-03-21,1,1640.0,Bus
V1740,España,58,M,Huaraz,Áncash,2025-06-04,3,1049.0,Tren
V1741,Brasil,30,F,Cusco Ciudad,Cusco,2024-05-28,4,1868.0,Tren
V1742,México,19,F,Cusco Ciudad,Cusco,2024-11-20,1,1912.0,Desconocido
V1743,Argentina,24,M,Paracas,Ica,2025-08-14,3,1096.0,NA
V1744,España,17,F,Machu Picchu,Cusco,2024-01-06,2,1446.0,Tren
V1745,España,76,F,Lago Titicaca,Puno,2025-03-08,3,958.0,Desconocido
V1746,Chile,52,M,Lago Titicaca,Puno,2025-07-27,1,1178.0,
V1747,Chile,72,M,Arequipa,Arequipa,2025-06-28,3,1799.0,
V1748,Perú,39,M,Cusco Ciudad,Cusco,2024-09-25,2,764.0,Tren
V1749,México,40,F,Cusco Ciudad,Cusco,2024-08-15,3,1431.0,
V1750,Argentina,31,F,Lago Titicaca,Puno,2024-12-23,5,854.0,
V1751,Colombia,48,M,Trujillo,La Libertad,2024-09-17,1,1478.0,Desconocido
V1752,Brasil,77,M,Paracas,Ica,2024-02-06,5,1047.0,Desconocido
V1753,USA,77,M,Trujillo,La Libertad,2024-10-04,3,1929.0,Avión
V1754,México,18,M,Huaraz,Áncash,2024-04-16,3,1431.0,Bus
V1755,España,39,M,Machu Picchu,Cusco,2025-02-20,2,1687.0,Auto
V1756,Chile,68,F,Huaraz,Áncash,2025-03-11,10,1637.0,Tren
V1757,Chile,18,F,Machu Picchu,Cusco,2025-02-10,2,1683.0,Desconocido
V1758,México,71,M,Paracas,Ica,2025-05-06,5,1166.0,Avión
V1759,Argentina,56,F,Huaraz,Áncash,2025-05-27,2,1455.0,Avión
V1760,Argentina,64,M,Machu Picchu,Cusco,2024-09-28,4,1293.0,Tren
V1761,Argentina,26,M,Paracas,Ica,2025-06-15,2,133.0,
V1762,Chile,49,F,Machu Picchu,Cusco,2024-10-05,5,1290.0,Tren
V1763,Perú,39,M,Trujillo,La Libertad,2024-10-15,3,820.0,Bus
V1764,Perú,66,F,Arequipa,Arequipa,2024-09-08,2,469.0,Bus
V1765,Argentina,21,M,Machu Picchu,Cusco,2025-04-12,10,1631.0,Auto
V1766,Perú,41,M,Lago Titicaca,Puno,2024-03-19,3,642.0,Avión
V1767,España,64,M,Machu Picchu,Cusco,2024-11-14,3,1290.0,Desconocido
V1768,Argentina,57,F,Paracas,Ica,2025-04-27,7,1984.0,
V1769,USA,74,M,Machu Picchu,Cusco,2024-09-23,3,517.0,Tren
V1770,Chile,17,F,Paracas,Ica,2025-07-19,5,1734.0,Desconocido
V1771,México,19,F,Lago Titicaca,Puno,2024-07-28,3,1322.0,Bus
V1772,Chile,72,M,Lago Titicaca,Puno,2024-02-12,7,1397.0,Avión
V1773,Chile,24,M,Paracas,Ica,2024-01-28,7,471.0,
V1774,Argentina,19,M,Cusco Ciudad,Cusco,2025-03-27,7,1277.0,Avión
V1775,Brasil,64,M,Paracas,Ica,2024-01-04,5,1758.0,
V1776,Perú,47,M,Huaraz,Áncash,2025-06-08,2,1516.0,Desconocido
V1777,USA,56,F,Cusco Ciudad,Cusco,2024-11-06,4,1812.0,Tren
V1778,México,76,F,Trujillo,La Libertad,2025-03-23,3,1292.0,Auto
V1779,USA,46,F,Huaraz,Áncash,2025-02-16,3,1147.0,Bus
V1780,Brasil,60,M,Cusco Ciudad,Cusco,2024-05-25,1,1774.0,Auto
V1781,Brasil,53,F,Paracas,Ica,2024-09-17,3,1583.0,
V1782,Perú,77,M,Lago Titicaca,Puno,2025-05-25,7,315.0,Auto
V1783,USA,50,M,Lago Titicaca,Puno,2025-05-12,5,1840.0,Bus
V1784,Argentina,22,M,Lago Titicaca,Puno,2024-03-13,3,1761.0,Avión
V1785,Colombia,76,M,Arequipa,Arequipa,2025-08-07,3,976.0,Auto
V1786,Colombia,38,M,Cusco Ciudad,Cusco,2024-10-04,2,1341.0,Auto
V1787,Argentina,31,M,Arequipa,Arequipa,2024-11-08,7,1235.0,Desconocido
V1788,Chile,47,F,Paracas,Ica,2024-10-04,3,936.0,Tren
V1789,México,37,F,Machu Picchu,Cusco,2024-11-03,5,1402.0,Auto
V1790,Perú,57,F,Trujillo,La Libertad,2025-04-23,3,0.0,Bus
V1791,Brasil,34,F,Trujillo,La Libertad,2025-06-17,3,606.0,NA
V1792,España,57,M,Huaraz,Áncash,2024-03-24,2,1426.0,Avión
V1793,Argentina,38,F,Cusco Ciudad,Cusco,2024-02-13,1,2798.0,Desconocido
V1794,Colombia,61,M,Arequipa,Arequipa,2024-02-20,7,1353.0,
V1795,México,65,M,Machu Picchu,Cusco,2024-10-17,5,1521.0,Auto
V1796,Perú,41,F,Cusco Ciudad,Cusco,2024-07-02,5,1034.0,
V1797,Argentina,15,M,Huaraz,Áncash,2024-10-21,2,1432.0,NA
V1798,Colombia,56,M,Cusco Ciudad,Cusco,2024-11-08,3,1447.0,
V1799,España,79,M,Trujillo,La Libertad,2024-10-15,2,1482.0,Tren
V1800,Brasil,69,M,Trujillo,La Libertad,2025-01-06,1,1282.0,Desconocido
V1801,Perú,18,M,Cusco Ciudad,Cusco,2024-08-23,3,1282.0,Bus
V1802,Chile,77,M,Paracas,Ica,2024-12-31,1,1743.0,Auto
V1803,Perú,29,F,Machu Picchu,Cusco,2025-03-20,1,306.0,Bus
V1804,USA,50,M,Cusco Ciudad,Cusco,2024-10-19,3,1702.0,Bus
V1805,Chile,29,F,Huaraz,Áncash,2025-04-07,7,995.0,Tren
V1806,Brasil,44,M,Trujillo,La Libertad,2024-01-29,5,1430.0,Avión
V1807,USA,51,F,Machu Picchu,Cusco,2024-04-02,2,852.0,Auto
V1808,Brasil,47,F,Trujillo,La Libertad,2025-01-13,3,1673.0,Avión
V1809,España,50,M,Trujillo,La Libertad,2025-05-04,10,1673.0,
V1810,USA,24,F,Paracas,Ica,2024-11-10,2,1289.0,NA
V1811,Chile,49,F,Paracas,Ica,2024-10-26,4,1946.0,Avión
V1812,Colombia,69,M,Trujillo,La Libertad,2025-01-31,3,1479.0,Avión
V1813,Chile,48,M,Lago Titicaca,Puno,2025-05-24,5,1646.0,Desconocido
V1814,Argentina,29,F,Lago Titicaca,Puno,2025-03-17,3,1662.0,Tren
V1815,Brasil,58,F,Huaraz,Áncash,2025-03-29,7,1827.0,Auto
V1816,México,58,F,Trujillo,La Libertad,2024-03-19,5,2062.0,Tren
V1817,Brasil,72,M,Cusco Ciudad,Cusco,2024-11-15,7,1491.0,
V1818,México,64,F,Trujillo,La Libertad,2025-04-20,2,1132.0,Tren
V1819,USA,63,M,Lago Titicaca,Puno,2025-04-19,5,1988.0,Bus
V1820,Brasil,71,F,Machu Picchu,Cusco,2025-08-20,5,944.0,Auto
V1821,España,45,F,Machu Picchu,Cusco,2024-02-16,1,1012.0,Avión
V1822,Chile,72,F,Machu Picchu,Cusco,2025-02-26,5,1520.0,
V1823,Argentina,62,M,Lago Titicaca,Puno,2025-04-30,7,2289.0,Avión
V1824,,67,M,Arequipa,Arequipa,2024-03-12,3,1465.0,Bus
V1825,España,73,F,Cusco Ciudad,Cusco,2025-04-24,4,1345.0,Desconocido
V1826,Brasil,63,M,Lago Titicaca,Puno,2024-09-07,7,1256.0,Bus
V1827,Perú,21,M,Lago Titicaca,Puno,2024-11-27,3,832.0,Tren
V1828,Chile,49,M,Huaraz,Áncash,2024-04-19,1,1247.0,Tren
V1829,Colombia,26,F,Arequipa,Arequipa,2025-08-03,1,1324.0,NA
V1830,,76,F,Lago Titicaca,Puno,2025-02-18,2,1050.0,Tren
V1831,Chile,33,M,Lago Titicaca,Puno,2024-03-01,4,1044.0,Tren
V1832,Perú,71,M,Trujillo,La Libertad,2024-12-25,3,95.0,
V1833,Chile,61,M,Trujillo,La Libertad,2024-01-18,4,1392.0,
V1834,México,53,F,Paracas,Ica,2025-02-12,1,1855.0,Desconocido
V1835,Argentina,30,M,Lago Titicaca,Puno,2024-09-23,2,1666.0,Desconocido
V1836,Colombia,69,M,Arequipa,Arequipa,2025-05-17,1,1027.0,Bus
V1837,Colombia,54,M,Machu Picchu,Cusco,2025-08-10,5,1462.0,
V1838,Argentina,26,M,Lago Titicaca,Puno,2024-11-02,3,920.0,Tren
V1839,Argentina,64,M,Paracas,Ica,2025-04-02,10,1000.0,
V1840,Chile,41,M,Huaraz,Áncash,2025-09-21,3,1126.0,
V1841,México,15,M,Arequipa,Arequipa,2025-08-27,5,1758.0,
V1842,USA,47,M,Trujillo,La Libertad,2025-08-26,3,1189.0,Bus
V1843,Perú,53,M,Huaraz,Áncash,2025-04-16,1,228.0,Auto
V1844,Chile,15,M,Huaraz,Áncash,2024-04-13,2,1534.0,Tren
V1845,México,21,M,Trujillo,La Libertad,2024-04-14,3,842.0,Avión
V1846,Colombia,39,M,Huaraz,Áncash,2024-01-19,5,1561.0,Desconocido
V1847,USA,26,M,Cusco Ciudad,Cusco,2025-09-10,2,1855.0,Desconocido
V1848,Argentina,54,M,Lago Titicaca,Puno,2025-01-05,3,1482.0,
V1849,Colombia,32,F,Paracas,Ica,2025-01-24,1,1815.0,Auto
V1850,Colombia,17,F,Cusco Ciudad,Cusco,2024-11-21,1,1693.0,Bus
V1851,Colombia,36,F,Huaraz,Áncash,2025-07-28,4,1112.0,Auto
V1852,Colombia,29,M,Machu Picchu,Cusco,2024-10-12,1,1414.0,Auto
V1853,España,18,M,Machu Picchu,Cusco,2024-07-31,1,1268.0,Avión
V1854,España,46,F,Cusco Ciudad,Cusco,2025-06-06,10,1258.0,Auto
V1855,Colombia,49,F,Lago Titicaca,Puno,2025-07-01,7,687.0,Tren
V1856,España,75,M,Lago Titicaca,Puno,2024-06-29,2,1884.0,Avión
V1857,México,66,F,Huaraz,Áncash,2024-02-15,3,1708.0,Tren
V1858,España,28,M,Cusco Ciudad,Cusco,2024-11-05,2,883.0,Auto
V1859,Argentina,65,M,Cusco Ciudad,Cusco,2024-08-09,7,1630.0,
V1860,México,63,F,Trujillo,La Libertad,2025-03-31,7,1397.0,Avión
V1861,USA,41,M,Machu Picchu,Cusco,2025-05-05,5,996.0,Tren
V1862,USA,74,M,Paracas,Ica,2025-06-28,7,1474.0,Auto
V1863,México,78,F,Paracas,Ica,2024-10-01,7,1779.0,Tren
